Age,Gender,Stream,Internships,CGPA,HistoryOfBacklogs,teamworking,problemSolvingskills,techSkillsLevel,comSkillsLevel,resumeLevel,projectsNo,easyProjects,mediumProjects,hardProjects,advancedProjects,personalityLevel,achievementsType,winnerNo,runnerNo,participantNo
24,Female,Electronics And Communication,0,9.89,0,,1,0,6,6,0,1,2,2,0,7,hackathon and others,0,2,5
22,Male,Civil,1,7.89,0,,7,4,6,7,3,4,3,4,2,5,hackathon,3,0,3
24,Male,Computer Science,1,9.33,0,,4,8,7,8,1,0,0,4,0,1,coding competition,2,4,6
23,Female,Computer Science,0,8.22,1,,8,2,4,6,1,3,3,4,1,4,hackathon and others,0,1,1
23,Male,Information Technology,0,6.57,1,,5,5,4,8,1,1,4,3,0,8,hackathon and extracurricular,3,0,3
23,Male,Information Technology,0,7.13,0,,4,7,3,3,1,4,4,4,4,7,hackathon and extracurricular,1,2,7
22,Male,Civil,2,6.17,0,,4,3,4,7,1,3,4,3,4,1,coding competition,1,2,5
24,Male,Information Technology,0,9.47,0,,1,1,7,4,4,2,3,0,1,4,hackathon and extracurricular,0,4,7
22,Male,Civil,0,6.29,0,,8,0,7,9,0,4,2,3,3,4,hackathon,1,0,7
24,Male,Computer Science,1,9.52,0,,8,7,7,4,5,3,2,0,0,9,hackathon and coding competition,2,2,3
20,Male,Computer Science,1,7.15,0,,8,7,7,3,1,2,2,4,1,6,hackathon,1,1,1
20,Male,Computer Science,2,6.80,0,,1,9,6,7,4,2,2,4,2,9,hackathon and coding competition,1,1,1
24,Male,Mechanical,0,8.00,1,,1,0,8,3,5,2,0,3,3,6,hackathon and others,2,0,2
24,Male,Civil,0,7.71,0,,2,2,5,8,3,4,2,0,2,7,hackathon and coding competition,1,0,5
21,Male,Information Technology,0,7.50,0,,10,5,5,8,1,1,2,0,4,9,hackathon and others,3,1,3
23,Male,Electrical,1,6.44,1,,6,2,4,8,2,2,3,2,2,7,hackathon,2,3,7
21,Female,Computer Science,0,8.94,0,,7,4,7,4,2,2,3,2,0,1,hackathon,1,4,5
23,Female,Computer Science,1,8.47,0,,3,6,5,6,4,0,4,4,4,9,hackathon and others,3,3,2
20,Male,Civil,1,8.06,0,,6,9,5,8,3,1,2,1,2,3,hackathon and others,3,4,4
24,Female,Information Technology,1,7.75,0,,4,8,5,7,4,2,2,3,0,5,hackathon and others,0,4,6
24,Female,Mechanical,1,9.18,0,,4,0,9,8,2,0,3,4,2,3,hackathon and extracurricular,2,1,5
20,Male,Civil,0,8.20,1,,5,0,7,3,3,1,3,3,3,4,hackathon and others,0,0,3
23,Male,Electronics And Communication,0,9.29,1,,7,3,6,9,4,4,4,0,4,7,hackathon and coding competition,0,0,3
24,Male,Mechanical,0,9.72,0,,8,0,7,7,3,4,3,2,0,4,hackathon,0,3,5
20,Male,Mechanical,0,6.52,1,,5,8,7,6,4,2,4,2,4,5,hackathon and extracurricular,0,1,5
23,Male,Information Technology,0,9.88,1,,5,4,9,9,4,2,0,3,2,3,hackathon and coding competition,2,4,6
22,Female,Information Technology,0,6.88,0,,1,0,9,9,2,1,4,2,1,7,hackathon and extracurricular,2,0,6
24,Male,Electronics And Communication,0,8.98,0,,9,8,7,7,6,0,4,3,4,10,hackathon,2,2,3
23,Male,Information Technology,0,9.55,0,,2,6,5,4,4,0,3,2,0,3,hackathon and coding competition,2,1,4
21,Male,Information Technology,0,8.49,0,,1,7,3,6,1,2,2,3,4,5,hackathon and others,3,3,2
23,Male,Computer Science,1,9.07,0,,2,9,4,3,4,2,0,0,3,1,hackathon and coding competition,0,2,5
21,Female,Electronics And Communication,1,6.87,0,,6,6,6,5,1,0,1,0,1,6,hackathon and others,0,2,6
24,Male,Information Technology,1,9.51,0,,9,6,6,8,5,0,0,0,1,1,hackathon and extracurricular,1,1,2
24,Female,Electronics And Communication,0,6.10,0,,1,7,6,7,1,3,4,4,2,1,coding competition,3,3,2
22,Male,Information Technology,2,7.70,0,,3,4,3,3,5,0,1,2,0,8,hackathon and coding competition,0,0,7
21,Female,Electronics And Communication,0,6.48,0,,3,7,6,7,0,4,1,2,4,8,hackathon and coding competition,2,3,3
23,Male,Electronics And Communication,2,8.59,0,,6,5,4,9,6,3,1,3,3,2,hackathon and coding competition,3,2,7
22,Male,Information Technology,0,7.00,0,,8,8,9,8,5,1,0,2,4,8,hackathon and extracurricular,0,2,7
24,Male,Civil,0,8.92,0,,8,9,5,3,3,2,3,3,1,3,hackathon and others,1,2,7
20,Male,Mechanical,1,9.39,0,,5,2,7,8,3,0,0,2,0,1,hackathon and others,0,0,2
22,Male,Computer Science,1,8.01,0,,9,0,3,6,5,0,1,2,1,5,hackathon and others,0,4,2
21,Male,Civil,0,6.98,0,,3,6,4,7,6,2,4,0,2,8,hackathon and extracurricular,0,3,2
20,Male,Information Technology,1,9.38,0,,2,3,6,5,3,2,2,3,3,7,hackathon,1,0,4
21,Male,Civil,0,6.42,0,,3,3,4,5,2,3,2,2,4,9,hackathon and others,0,0,4
22,Male,Computer Science,1,8.91,1,,2,9,9,6,0,0,1,3,3,4,hackathon and others,3,0,4
24,Male,Computer Science,1,9.30,0,,9,7,7,5,2,0,2,1,0,4,hackathon and others,3,3,1
21,Male,Civil,0,6.58,0,,3,7,8,8,6,0,0,3,2,4,hackathon and others,0,1,6
23,Male,Information Technology,1,9.09,0,,7,5,5,8,3,4,0,1,0,2,hackathon and others,3,2,5
21,Male,Electrical,0,7.01,0,,7,2,7,8,6,0,3,1,0,3,hackathon and extracurricular,3,2,3
20,Male,Mechanical,1,9.19,1,,6,3,4,4,6,2,3,2,0,5,hackathon and extracurricular,3,0,4
24,Male,Information Technology,1,9.99,0,,7,5,9,3,5,3,3,3,0,1,hackathon and extracurricular,3,4,4
20,Female,Computer Science,2,7.13,1,,3,9,4,4,1,4,0,4,2,7,hackathon,3,0,5
23,Female,Electronics And Communication,0,8.71,0,,1,2,5,4,3,3,4,0,2,4,hackathon and extracurricular,3,3,4
22,Male,Civil,0,7.90,0,,10,6,6,4,6,1,0,4,3,1,hackathon,2,3,5
22,Male,Computer Science,3,7.53,0,,4,3,5,7,1,0,4,3,2,6,hackathon and others,0,3,5
23,Male,Mechanical,1,8.53,0,,6,9,5,9,5,2,0,0,2,10,hackathon and coding competition,3,2,1
23,Male,Information Technology,0,7.08,1,,4,8,7,5,2,4,0,4,4,9,hackathon and coding competition,3,2,7
23,Male,Electrical,0,9.11,0,,9,9,3,8,2,3,3,0,3,3,coding competition,1,2,6
20,Male,Civil,0,6.50,0,,3,0,5,5,3,1,3,0,2,6,coding competition,0,3,1
24,Male,Mechanical,0,6.43,1,,2,8,5,5,1,3,3,4,0,8,hackathon,2,1,6
20,Female,Electronics And Communication,0,7.85,0,,2,8,4,4,2,2,3,3,3,6,hackathon,3,2,4
22,Male,Electronics And Communication,1,6.53,0,,9,7,8,5,5,2,1,2,0,1,hackathon,2,3,5
20,Male,Civil,2,6.41,0,,7,4,5,5,6,0,3,0,4,7,hackathon and others,3,2,6
23,Male,Electrical,0,7.84,0,,2,5,6,5,5,4,4,3,0,9,coding competition,3,3,4
21,Male,Civil,0,8.36,0,,4,4,9,7,1,3,2,4,1,3,hackathon and others,3,2,4
24,Male,Mechanical,0,9.16,0,,9,5,6,5,6,1,3,4,4,1,hackathon and coding competition,0,2,7
21,Male,Mechanical,0,6.65,1,,3,1,9,9,1,0,1,4,0,9,coding competition,0,1,5
22,Male,Information Technology,1,6.25,0,,4,6,7,9,6,1,4,1,0,5,hackathon and others,3,3,5
24,Male,Information Technology,0,8.37,0,,2,8,9,5,4,0,4,4,2,4,hackathon,2,3,3
20,Male,Electrical,0,9.26,0,,1,1,6,6,3,0,0,4,0,8,hackathon and others,3,3,6
24,Male,Mechanical,1,9.06,1,,7,3,6,9,6,1,1,4,1,3,hackathon and extracurricular,0,2,5
22,Male,Mechanical,0,8.16,0,,4,4,5,5,3,0,1,1,4,8,hackathon and coding competition,1,4,4
23,Male,Information Technology,2,9.55,0,,9,1,9,4,6,2,0,3,0,10,hackathon,2,4,4
21,Female,Information Technology,0,8.42,0,,8,8,8,6,3,0,4,1,3,5,hackathon and extracurricular,1,1,7
22,Male,Electronics And Communication,1,8.51,0,,4,0,8,4,4,0,1,2,2,3,hackathon,3,3,5
21,Male,Computer Science,0,6.23,1,,2,8,4,4,1,0,4,2,3,3,hackathon and extracurricular,3,4,1
23,Female,Computer Science,1,9.65,0,,9,4,9,3,5,3,2,1,4,10,coding competition,2,2,4
21,Male,Mechanical,0,9.67,0,,6,8,6,5,6,1,2,4,4,3,hackathon,2,1,2
21,Male,Electronics And Communication,0,8.39,1,,2,5,6,3,4,0,4,1,2,4,hackathon and others,1,2,5
20,Male,Information Technology,1,6.81,0,,6,6,5,9,2,4,0,4,4,1,coding competition,2,0,2
21,Male,Information Technology,1,8.50,0,,3,9,6,3,5,1,1,4,4,10,hackathon and others,0,3,6
22,Male,Computer Science,0,7.50,1,,2,7,6,7,6,3,0,4,0,10,hackathon and extracurricular,0,4,6
24,Male,Computer Science,1,8.72,0,,4,0,6,4,3,3,0,2,1,7,hackathon and others,0,4,7
20,Male,Electronics And Communication,0,6.94,0,,9,3,4,7,1,4,4,3,3,6,hackathon and extracurricular,1,2,5
21,Male,Information Technology,1,9.65,0,,3,3,3,6,2,1,3,1,0,7,coding competition,3,4,4
21,Male,Computer Science,0,7.85,1,,4,7,4,3,6,2,1,3,2,7,coding competition,1,2,7
21,Male,Electronics And Communication,0,6.29,1,,4,7,6,3,0,4,2,2,4,8,coding competition,0,1,6
21,Female,Computer Science,1,8.72,1,,8,9,3,4,5,3,2,1,3,1,hackathon and others,2,0,6
21,Female,Electronics And Communication,0,7.74,0,,10,7,6,8,2,3,2,3,0,7,hackathon and others,2,3,6
23,Female,Electronics And Communication,0,9.31,0,,10,5,4,4,6,0,2,4,0,8,coding competition,0,4,1
21,Male,Civil,0,8.31,1,,10,4,3,8,6,3,1,3,4,1,coding competition,1,3,3
24,Female,Electronics And Communication,0,7.58,0,,7,5,8,8,2,1,4,2,3,3,hackathon and coding competition,0,2,4
23,Female,Mechanical,1,8.41,0,,5,3,6,3,4,4,3,3,2,9,hackathon and coding competition,1,3,3
23,Male,Electrical,0,8.17,0,,10,9,8,3,3,3,3,4,3,9,hackathon and coding competition,2,1,5
23,Male,Computer Science,1,9.56,0,,5,4,9,4,1,1,0,2,1,6,hackathon and extracurricular,2,0,1
22,Male,Information Technology,1,7.26,1,,5,4,3,8,6,2,3,2,3,7,hackathon and coding competition,3,4,6
21,Male,Mechanical,0,6.90,0,,1,0,7,5,3,1,1,4,2,1,coding competition,0,0,6
24,Male,Information Technology,0,9.63,0,,8,1,9,5,6,4,1,0,3,4,coding competition,0,2,1
24,Male,Electronics And Communication,1,7.07,1,,8,6,8,3,5,0,2,1,3,1,hackathon and coding competition,1,1,2
22,Male,Electronics And Communication,1,9.26,1,,2,6,5,7,5,4,3,1,2,2,hackathon and coding competition,1,1,5
20,Male,Mechanical,0,9.82,0,,1,0,8,8,6,4,4,4,2,5,hackathon,0,1,3
20,Male,Computer Science,0,9.04,0,,2,5,3,3,6,4,2,1,0,10,hackathon,2,3,2
21,Male,Electrical,0,8.53,0,,6,7,8,5,3,1,3,0,0,1,hackathon and others,0,1,1
22,Male,Information Technology,0,8.36,0,,10,8,5,6,4,1,1,1,2,3,coding competition,2,1,4
24,Female,Electronics And Communication,0,8.67,0,,9,8,9,4,3,3,3,2,2,1,hackathon,0,0,5
21,Male,Information Technology,0,6.17,0,,1,6,6,7,0,2,4,3,4,4,hackathon,2,3,7
24,Female,Computer Science,1,7.89,0,,8,7,3,7,1,1,4,2,2,6,hackathon and coding competition,2,3,5
22,Male,Information Technology,0,6.83,0,,9,2,5,6,2,1,3,4,2,2,hackathon and extracurricular,1,4,3
24,Male,Information Technology,2,9.23,0,,8,1,3,9,4,2,1,4,4,6,coding competition,3,0,1
22,Male,Information Technology,1,7.13,0,,8,7,7,5,5,1,0,0,0,2,hackathon,3,1,7
21,Male,Civil,0,7.57,1,,8,9,5,4,6,0,2,3,1,7,coding competition,1,4,3
20,Male,Mechanical,0,8.93,0,,10,8,4,9,0,1,3,4,0,5,hackathon,1,0,7
22,Male,Computer Science,0,6.15,0,,8,8,3,9,6,0,2,1,4,10,coding competition,2,0,5
21,Male,Computer Science,0,9.68,0,,4,1,4,9,0,3,4,1,4,1,hackathon and others,1,2,1
22,Male,Electronics And Communication,0,7.80,0,,4,7,7,3,3,2,3,1,0,9,hackathon and coding competition,0,4,6
23,Male,Electronics And Communication,0,8.98,0,,10,7,5,9,6,1,4,3,3,5,hackathon,2,4,4
23,Female,Information Technology,1,7.90,0,,3,2,9,9,1,1,0,1,3,4,hackathon and others,3,3,5
22,Female,Computer Science,1,9.75,0,,6,7,5,8,1,2,0,4,0,5,coding competition,3,1,5
20,Female,Computer Science,0,6.76,1,,1,5,3,9,6,0,3,2,0,1,coding competition,1,4,6
20,Male,Mechanical,0,8.56,0,,1,7,9,9,4,3,3,2,0,4,hackathon and extracurricular,1,0,4
24,Female,Computer Science,2,8.11,0,,4,7,7,8,3,1,1,0,3,4,hackathon and extracurricular,3,1,6
24,Male,Electronics And Communication,0,6.93,0,,7,5,6,5,1,3,1,3,3,3,hackathon and others,1,4,5
22,Male,Information Technology,1,9.39,0,,7,9,9,5,3,2,1,0,4,2,hackathon and others,2,2,3
23,Female,Electronics And Communication,0,9.15,0,,1,1,8,8,1,0,1,0,2,1,hackathon and coding competition,2,2,5
22,Male,Mechanical,1,7.42,0,,5,1,9,4,4,4,1,2,2,2,hackathon and others,2,1,4
21,Female,Mechanical,1,9.09,0,,2,0,3,9,1,3,0,0,2,7,hackathon and others,1,2,2
22,Male,Mechanical,1,9.85,0,,3,2,5,8,4,4,4,3,4,1,hackathon and coding competition,2,4,7
24,Male,Information Technology,1,6.40,1,,10,5,6,6,3,1,4,1,3,6,hackathon and others,2,1,4
23,Male,Mechanical,0,7.01,1,,1,7,9,6,5,0,4,2,2,6,coding competition,2,4,1
23,Female,Civil,1,7.78,0,,7,3,6,5,5,1,0,2,4,9,hackathon and others,3,4,3
22,Male,Electrical,0,7.70,0,,8,2,6,6,6,4,3,2,3,4,hackathon and others,3,2,1
20,Male,Computer Science,1,7.52,0,,1,8,7,5,3,2,3,4,4,8,hackathon and extracurricular,2,0,1
23,Male,Computer Science,1,7.91,0,,1,0,6,6,5,4,2,1,4,6,hackathon and coding competition,1,1,5
23,Male,Civil,0,9.83,0,,10,6,6,9,1,0,1,3,3,3,coding competition,0,1,1
21,Female,Information Technology,0,7.14,0,,8,8,6,6,5,1,3,4,1,9,hackathon and extracurricular,2,3,1
24,Male,Civil,0,8.13,0,,1,1,3,4,2,1,4,4,4,10,coding competition,0,2,6
23,Male,Computer Science,0,8.93,0,,8,6,6,7,0,2,3,4,0,1,hackathon and coding competition,1,1,6
24,Male,Information Technology,1,7.11,0,,1,4,8,7,3,4,0,3,4,8,hackathon and coding competition,2,2,2
22,Male,Information Technology,1,9.86,0,,6,1,7,4,3,4,0,2,0,3,hackathon and coding competition,3,3,1
22,Male,Electrical,1,7.60,1,,2,8,6,9,2,0,2,3,0,3,hackathon and extracurricular,0,1,1
21,Male,Information Technology,0,8.96,0,,1,0,8,8,0,2,1,3,4,10,hackathon and others,2,1,7
21,Male,Electronics And Communication,0,8.98,0,,2,0,9,3,2,2,0,3,3,2,coding competition,2,1,1
20,Male,Computer Science,0,8.12,0,,3,1,9,8,0,2,4,0,1,6,hackathon and coding competition,1,3,6
22,Male,Information Technology,0,6.11,0,,2,1,9,4,6,0,1,1,1,10,hackathon and coding competition,1,1,3
23,Female,Mechanical,1,9.47,0,,1,5,5,3,3,0,2,1,4,8,hackathon and coding competition,1,0,4
22,Male,Computer Science,2,9.24,0,,6,8,4,6,4,0,1,1,3,8,hackathon and others,3,1,2
23,Male,Civil,1,9.54,1,,6,4,8,4,1,2,1,2,1,6,hackathon and coding competition,3,3,7
22,Male,Electrical,2,9.42,0,,4,5,5,9,2,2,2,4,4,2,hackathon,3,2,7
21,Male,Mechanical,0,9.35,1,,2,5,9,9,1,4,1,4,4,4,hackathon and extracurricular,0,2,7
21,Male,Electrical,0,8.60,0,,8,2,4,6,4,0,4,3,0,4,hackathon and others,2,2,6
20,Male,Mechanical,1,9.24,0,,6,4,9,5,1,3,3,0,4,6,hackathon and others,3,3,7
24,Male,Information Technology,0,8.99,0,,3,9,9,7,4,2,2,2,0,10,hackathon and coding competition,3,2,2
23,Male,Mechanical,0,6.22,0,,4,4,3,9,1,0,2,0,1,1,hackathon and others,0,0,7
21,Male,Civil,0,7.76,1,,5,8,8,8,2,1,0,1,4,10,hackathon and coding competition,1,0,6
21,Male,Computer Science,1,9.95,1,,1,8,6,9,1,0,0,1,0,9,coding competition,1,0,7
20,Male,Information Technology,0,9.46,0,,10,4,8,7,0,1,0,2,3,7,hackathon and coding competition,2,2,6
21,Male,Computer Science,2,7.63,0,,7,4,6,4,1,4,2,1,3,7,hackathon and others,1,3,2
23,Male,Computer Science,3,9.98,0,,5,7,7,3,1,0,3,1,0,4,hackathon and others,3,3,7
21,Male,Electronics And Communication,1,8.87,0,,10,0,6,5,1,2,0,3,3,5,coding competition,2,4,7
22,Male,Electrical,1,7.85,1,,2,0,7,6,5,0,4,0,3,8,hackathon and coding competition,1,2,2
20,Male,Civil,0,9.89,1,,9,0,3,3,4,3,3,1,0,2,hackathon and others,0,0,5
24,Male,Information Technology,0,8.63,0,,8,2,4,4,2,1,1,0,0,3,hackathon and coding competition,0,0,5
24,Male,Electronics And Communication,1,7.49,1,,8,1,3,7,0,1,4,4,3,2,hackathon and others,2,4,5
22,Male,Mechanical,0,6.09,0,,6,1,9,5,5,3,3,4,0,10,hackathon and extracurricular,0,3,6
22,Male,Information Technology,0,7.35,0,,10,9,8,5,0,1,3,0,0,8,hackathon and extracurricular,0,4,6
23,Male,Civil,1,6.64,1,,7,3,7,6,6,2,3,3,1,2,hackathon,0,3,3
22,Male,Computer Science,0,7.49,0,,2,1,5,9,2,2,2,4,3,9,hackathon and extracurricular,1,4,1
24,Male,Mechanical,0,7.46,0,,10,3,8,6,3,0,4,1,2,4,hackathon and coding competition,2,4,7
20,Male,Mechanical,0,6.99,1,,6,8,8,6,5,2,2,1,0,6,hackathon and extracurricular,3,0,3
24,Male,Civil,1,9.51,0,,7,3,6,3,5,1,2,3,3,4,hackathon,3,3,2
21,Male,Mechanical,1,9.02,0,,4,1,8,7,1,0,1,4,2,3,hackathon and extracurricular,1,4,5
23,Male,Computer Science,0,6.34,1,,7,0,9,7,6,4,3,1,4,9,coding competition,2,1,7
23,Female,Computer Science,1,9.43,0,,9,8,3,9,3,2,4,4,1,6,hackathon and coding competition,3,0,5
23,Male,Computer Science,1,6.51,0,,10,3,5,7,6,1,3,2,1,8,coding competition,0,2,6
21,Male,Computer Science,1,6.51,0,,4,3,5,3,2,0,2,1,3,8,hackathon and extracurricular,3,4,7
22,Male,Civil,0,9.02,0,,6,4,5,9,5,0,0,4,2,8,hackathon and others,3,3,3
21,Male,Electronics And Communication,0,9.27,0,,4,1,5,6,4,0,0,4,3,9,hackathon and extracurricular,1,4,5
22,Male,Electrical,1,8.84,1,,6,9,8,7,0,1,3,1,1,10,hackathon,3,0,4
22,Male,Information Technology,0,8.98,0,,4,2,7,4,5,1,2,4,4,6,hackathon and extracurricular,0,2,4
23,Male,Civil,1,6.31,0,,1,6,9,5,2,3,2,0,3,4,coding competition,3,4,3
23,Male,Civil,0,7.44,1,,7,9,9,4,5,0,1,4,3,3,hackathon and others,0,0,5
21,Male,Electrical,0,9.30,1,,5,1,7,5,2,3,3,4,2,10,coding competition,0,2,6
21,Male,Computer Science,0,7.69,1,,6,8,7,9,5,0,4,2,0,9,hackathon and extracurricular,1,3,3
23,Female,Computer Science,1,8.71,0,,7,6,5,4,0,0,3,2,4,3,hackathon,0,2,6
20,Male,Computer Science,3,6.30,1,,6,7,6,7,4,4,1,3,3,2,hackathon,1,1,1
21,Male,Electronics And Communication,2,6.30,0,,10,0,6,8,3,1,2,3,4,10,hackathon,3,3,1
21,Female,Computer Science,0,9.92,0,,9,6,4,7,5,2,0,0,2,3,hackathon and coding competition,3,1,4
23,Male,Computer Science,1,7.51,0,,5,3,7,6,0,0,1,4,1,10,hackathon and extracurricular,2,2,3
20,Male,Computer Science,1,9.11,0,,9,9,5,7,6,3,4,4,1,6,hackathon and others,0,3,3
21,Male,Information Technology,1,6.24,0,,4,0,4,5,4,4,1,0,2,3,hackathon and coding competition,2,2,1
20,Male,Information Technology,0,7.37,0,,7,8,4,9,4,3,0,2,0,9,hackathon and coding competition,1,3,2
22,Female,Information Technology,1,6.38,0,,3,2,3,9,1,0,2,2,1,6,hackathon and extracurricular,2,0,3
21,Female,Information Technology,1,9.23,0,,2,5,9,3,5,3,4,1,2,9,coding competition,1,0,7
24,Male,Information Technology,0,9.39,0,,3,9,5,5,2,1,3,3,1,10,hackathon and others,0,3,5
20,Male,Computer Science,1,6.33,0,,3,4,8,8,1,1,4,1,1,2,hackathon and others,1,0,2
23,Male,Electrical,1,8.18,0,,6,5,9,4,5,4,2,0,4,10,hackathon and extracurricular,3,1,7
22,Female,Electronics And Communication,1,8.52,0,,9,6,4,5,0,0,1,4,4,2,hackathon,1,1,2
20,Male,Information Technology,1,7.33,0,,2,2,9,7,4,1,3,2,1,5,hackathon and extracurricular,0,0,7
20,Male,Civil,0,6.57,0,,6,3,8,4,4,0,3,3,1,6,hackathon,3,0,4
24,Male,Computer Science,2,7.85,0,,5,5,7,6,6,0,0,1,3,4,coding competition,0,4,6
22,Male,Civil,0,8.37,0,,2,1,8,5,2,4,4,3,3,6,hackathon and extracurricular,3,0,3
20,Female,Information Technology,1,7.82,0,,5,8,6,7,0,3,2,4,2,3,hackathon and extracurricular,2,3,2
21,Male,Civil,0,6.69,0,,2,3,7,9,6,1,3,0,4,8,hackathon and coding competition,3,2,4
22,Male,Mechanical,0,9.41,0,,6,8,3,6,2,4,3,2,0,9,hackathon,3,1,6
22,Male,Information Technology,1,7.43,0,,3,3,8,5,5,4,4,0,3,2,hackathon and coding competition,2,4,5
22,Female,Electronics And Communication,0,8.60,0,,3,9,9,6,2,3,0,0,2,9,hackathon,1,2,6
24,Male,Civil,1,9.84,0,,6,5,5,4,6,2,0,0,2,1,hackathon and coding competition,3,4,6
22,Male,Information Technology,1,8.80,0,,6,6,6,4,1,3,1,2,2,10,hackathon and extracurricular,0,1,4
23,Male,Information Technology,0,6.36,0,,6,1,4,6,3,4,3,1,0,1,hackathon,0,4,2
23,Male,Electronics And Communication,1,9.65,1,,8,9,7,5,4,3,2,2,2,6,hackathon and extracurricular,1,0,3
22,Female,Information Technology,1,9.94,0,,6,2,6,5,0,1,4,3,1,4,hackathon and others,3,2,7
23,Male,Mechanical,1,9.66,0,,8,9,6,3,1,3,1,4,0,6,coding competition,1,2,3
24,Male,Information Technology,0,6.38,0,,4,4,8,6,0,4,1,4,2,3,hackathon and coding competition,3,4,5
24,Male,Information Technology,0,8.49,0,,4,8,6,5,2,3,4,4,0,6,hackathon,2,4,1
22,Male,Computer Science,0,8.20,1,,1,6,4,6,1,3,3,2,2,8,coding competition,2,3,1
24,Male,Computer Science,1,8.20,0,,2,1,6,9,4,0,1,1,3,3,hackathon,1,1,3
21,Female,Computer Science,0,9.74,0,,4,2,3,9,6,4,1,1,2,2,coding competition,0,0,6
24,Male,Computer Science,0,7.97,0,,2,7,5,3,6,1,2,3,4,9,hackathon and coding competition,2,0,2
21,Male,Mechanical,0,6.74,0,,8,5,3,4,0,4,0,1,0,8,hackathon,1,0,4
24,Male,Civil,0,8.50,0,,1,8,9,8,0,4,2,3,4,5,hackathon and extracurricular,1,0,3
24,Male,Information Technology,1,7.48,0,,4,5,3,5,2,2,4,1,1,6,hackathon,2,1,5
21,Male,Electrical,1,7.26,0,,7,9,7,5,3,3,1,2,3,5,hackathon,0,0,5
24,Male,Electronics And Communication,1,9.62,1,,6,2,5,9,4,2,1,2,0,7,coding competition,0,3,5
20,Male,Computer Science,0,6.77,0,,10,3,7,5,0,2,1,4,2,8,coding competition,0,0,4
20,Female,Mechanical,1,8.28,0,,9,2,9,5,0,0,1,0,4,7,coding competition,1,4,1
24,Male,Computer Science,0,7.51,0,,9,9,4,6,4,1,1,2,4,2,hackathon and others,0,3,7
21,Male,Computer Science,2,6.29,0,,9,3,8,6,0,0,4,2,0,10,hackathon and others,0,2,6
22,Male,Computer Science,1,7.55,0,,8,5,6,5,6,2,3,0,3,1,coding competition,1,3,5
23,Male,Electronics And Communication,0,8.54,0,,8,2,9,4,5,3,0,4,2,1,coding competition,2,4,6
21,Female,Information Technology,0,6.52,0,,8,7,6,6,3,0,4,0,4,3,hackathon and extracurricular,3,2,5
23,Male,Computer Science,1,7.66,0,,5,2,3,6,4,2,2,4,4,2,hackathon,3,3,7
23,Male,Civil,0,7.68,0,,9,4,9,3,1,3,2,3,3,1,hackathon and others,2,4,1
22,Male,Electronics And Communication,0,8.95,0,,6,8,7,8,0,3,0,0,1,4,hackathon and others,3,0,7
24,Male,Electronics And Communication,1,7.23,1,,2,1,4,3,4,0,0,3,3,3,coding competition,3,0,7
22,Male,Information Technology,0,7.77,0,,2,7,7,7,5,2,1,3,2,4,coding competition,2,0,3
24,Male,Civil,0,6.61,1,,7,0,4,3,0,3,2,2,3,9,hackathon,1,4,3
21,Male,Mechanical,0,7.08,1,,4,4,6,7,2,0,0,2,0,7,hackathon and extracurricular,1,2,3
22,Female,Electronics And Communication,1,9.58,1,,6,0,5,3,1,3,2,3,0,8,hackathon and extracurricular,2,1,2
22,Male,Civil,0,8.72,0,,2,4,6,4,1,4,4,1,1,2,hackathon and coding competition,3,2,1
22,Male,Information Technology,1,7.79,0,,2,0,6,9,4,4,3,1,4,6,hackathon and extracurricular,1,4,5
24,Female,Electronics And Communication,1,9.80,1,,1,1,5,4,2,0,0,1,4,9,hackathon and extracurricular,2,1,2
24,Male,Computer Science,0,6.32,1,,4,7,6,7,4,4,4,4,1,10,hackathon and extracurricular,1,3,3
23,Female,Mechanical,1,7.63,0,,2,1,9,5,1,1,0,2,4,1,hackathon,3,2,4
22,Male,Electronics And Communication,1,7.53,0,,7,0,6,5,6,3,1,0,4,4,hackathon and others,3,1,2
20,Female,Mechanical,1,7.65,0,,3,6,9,3,4,1,0,3,1,7,hackathon and others,2,0,2
21,Male,Civil,0,9.87,0,,8,2,7,5,5,2,0,4,0,2,hackathon and others,0,0,2
20,Male,Mechanical,1,6.26,0,,1,3,6,4,6,1,0,4,2,8,hackathon and coding competition,2,0,1
22,Male,Computer Science,0,9.42,0,,5,8,4,5,6,1,0,1,4,7,coding competition,1,0,2
21,Male,Computer Science,2,6.13,0,,3,4,9,3,4,0,4,0,1,7,hackathon and others,2,0,3
23,Male,Computer Science,1,6.59,0,,5,6,9,7,1,3,4,3,3,6,hackathon and others,0,1,1
20,Male,Electronics And Communication,1,9.88,1,,6,4,6,9,4,2,0,4,0,6,hackathon and coding competition,3,4,3
22,Female,Computer Science,1,7.79,0,,1,5,3,5,0,0,1,2,2,8,hackathon and extracurricular,3,4,2
20,Male,Mechanical,0,8.52,0,,1,6,7,8,3,4,0,4,3,1,hackathon and extracurricular,2,4,2
21,Male,Electronics And Communication,0,8.54,0,,10,5,9,9,3,3,3,3,3,2,coding competition,2,1,3
22,Male,Electronics And Communication,0,9.48,0,,8,9,7,6,3,2,1,0,3,1,hackathon and coding competition,1,3,7
21,Male,Mechanical,0,9.17,0,,1,4,8,8,5,2,3,4,3,3,hackathon and coding competition,3,3,4
23,Male,Electronics And Communication,0,9.70,0,,9,5,9,5,5,4,3,1,1,2,coding competition,0,4,4
